Vintage,Country,County,Designation,Points,Price,Province,Winery
2009,Italy,Chianti,Riserva,85,23 ,Central Italy,La Cignozza
2009,Italy,Colli di Luni,Grey Label,87,20 ,Northwestern Italy,Cantine Lunae Bosoni
2009,Italy,Sicilia,Gradiva Collectio,88,18 ,Southern Italy,Casa di Grazia
2009,Italy,Orvieto Classico,Amabile,83,11 ,Central Italy,Bigi
2009,Italy,Toscana,Invetro,87,18 ,Central Italy,Renieri
2009,Italy,Soave Classico,Runcaris,86,15 ,Northeastern Italy,Fattori
2009,Italy,Chianti Classico,Vigna Misciano Riserva,89,30 ,Central Italy,Borgo Scopeto
2009,Italy,Barbaresco,Asili,90,90 ,Northwestern Italy,Michele Chiarlo
2009,Italy,Bolgheri,Acciderba,91,42 ,Central Italy,Serni Fulvio Luigi
2009,France,Chablis,Les Clos Grand Cru,93,137 ,Burgundy,Pascal Bouchard
2009,Italy,Vino Nobile di Montepulciano,Messaggero,88,35 ,Central Italy,Montemercurio
2009,France,Bordeaux,Mayne Sansac,85,11 ,Bordeaux,Univitis
2009,Italy,Cerasuolo di Vittoria,Giambattista Valli,87,21 ,Southern Italy,Feudi del Pisciotto
2009,Italy,Primitivo di Manduria,Tocy,88,27 ,Southern Italy,Pirro Varone
2009,France,Cahors,Tertre Perdigous,88,16 ,Southwest France,Château du Port
2009,France,Ventoux,Regain,86,16 ,Rhône Valley,Vindemio
2009,Italy,Dolcetto d Alba,Bricco Bastia,86,23 ,Northwestern Italy,Conterno Fantino
2009,France,Beaune,Clos des Fèves Premier Cru,93,107 ,Burgundy,Chanson Père et Fils
2009,Italy,Roero,Cornarea,87,30 ,Northwestern Italy,Cornarea
2009,Italy,Toscana,Monteverro,92,120 ,Central Italy,Monteverro
2009,Italy,Barolo,Bussia,92,55 ,Northwestern Italy,Giacosa Fratelli
2009,Italy,Barbaresco,Basarin,91,60 ,Northwestern Italy,Moccagatta
2009,Italy,Umbria,Anima Umbra,86,14 ,Central Italy,Arnaldo Caprai
2009,Italy,Sicilia,Grillo Parlante,83,14 ,Southern Italy,Fondo Antico
2009,Italy,Brunello di Montalcino,Riserva,89,48 ,Central Italy,Marchesato degli Aleramici
2009,Italy,Toscana,Fabrizio Bianchi,90,25 ,Central Italy,Castello di Monsanto
2009,Italy,Rosso Piceno Superiore,Roggio del Filare,89,55 ,Central Italy,Velenosi
2009,Italy,Vermentino di Sardegna,Is Argiolas,87,20 ,Southern Italy,Argiolas
2009,France,Coteaux d Aix en Provence,La Réserve,87,40 ,Provence,Château de Calavon
2009,Italy,Barolo,Castellero,90,82 ,Northwestern Italy,Barale Fratelli
2009,France,Coteaux d Aix en Provence,Cuvée Marina,87,26 ,Provence,Commanderie de la Bargemone
2009,Italy,Chianti Classico,Riserva,90,30 ,Central Italy,Castello San Donato in Perano
2009,France,Cahors,Clos Triguedina Petit Clos,89,20 ,Southwest France,Jean Luc Baldès
2009,France,Cornas,Les Barcillants,93,50 ,Rhône Valley,Les Vins de Vienne
2009,France,Coteaux d Aix en Provence,Tradition de Calavon,88,30 ,Provence,Château de Calavon
2009,Italy,Toscana,Belguardo,88,17 ,Central Italy,Mazzei
2009,Italy,Barbaresco,Martinenga,89,54 ,Northwestern Italy,Tenute Cisa Asinari dei Marchesi di Gresy
2009,Italy,Franciacorta,EBB Extra Brut,90,49 ,Northwestern Italy,Il Mosnel
2009,Italy,Sicilia,Sole di Sesta,91,48 ,Southern Italy,Cottanera
2009,Italy,Barolo,Riserva San Pietro,87,80 ,Northwestern Italy,Tenuta Rocca
2009,France,Haut Médoc,L Enclos de Ramage,87,19 ,Bordeaux,Château Ramage la Batisse
2009,France,Bordeaux Supérieur,Elevé en FÃ»ts de ChÃªne,85,15 ,Bordeaux,Château Grand Jean
2009,France,Alsace,Steinert Grand Cru,91,45 ,Alsace,La Cave des Vignerons de Pfaffenheim
2009,Italy,Piave,Il Tralcetto,87,14 ,Northeastern Italy,Cescon Italo Storia e Vini
2009,Italy,Chianti Classico,Riserva,87,14 ,Central Italy,Villa Montignana
2009,Italy,Alto Adige,Lieben Aich,87,35 ,Northeastern Italy,Manincor
2009,France,Cahors,Cuvée Prestige,90,25 ,Southwest France,Château du Port
2009,Italy,Cesanese del Piglio,Tenuta della Ioria Superiore,89,21 ,Central Italy,Casale della Ioria
2009,France,Alsace,Furstentum Grand Cru,89,37 ,Alsace,Domaine Bott Geyl
2009,Italy,Dolcetto d Alba,Primaio,86,14 ,Northwestern Italy,Cantine San Silvestro
2009,France,Anjou,Les Neuf Vingt,87,19 ,Loire Valley,Musset Roullier
2009,Italy,Alto Adige,Punggl,90,22 ,Northeastern Italy,Nals Margreid
2009,Italy,Alta Langa,Cuvée Leonora,88,24 ,Northwestern Italy,Cascina Bretta Rossa
2009,France,Meursault,Clos de Mazeray,88,95 ,Burgundy,Domaine Jacques Prieur
2009,France,Cahors,Prieuré de Cénac Mission,91,15 ,Southwest France,Château Saint Didier Parnac
2009,Italy,Chianti Classico,Il Margone Riserva,88,95 ,Central Italy,Il Molino di Grace
2009,Italy,Chianti Classico,Le Ellere,88,25 ,Central Italy,Castello d Albola
2009,France,Clos de la Roche,Clos de la Roche,96,304 ,Burgundy,Domaine Dujac
2009,France,Bordeaux Supérieur,Cuvée Prestige,87,20 ,Bordeaux,Château Montet
2009,France,Corton,Château Corton Grancey,93,129 ,Burgundy,Louis Latour
2009,France,Chassagne Montrachet,Cuvée Signature Morgeot Premier Cru,88,75 ,Burgundy,Bouchard Aîné & Fils
2009,France,Crozes Hermitage,Clos les Cornirets,90,42 ,Rhône Valley,Fayolle Fils & Fille
2009,Italy,Alto Adige,Gries,87,16 ,Northeastern Italy,St. Pauls
2009,Italy,Chianti Classico,Riserva,86,35 ,Central Italy,Coli
2009,Italy,Chianti Classico,Riserva,91,27 ,Central Italy,Volpaia
2009,France,Sancerre,Les Belles Vignes,87,26 ,Loire Valley,Fournier Père et Fils
2009,Italy,Brunello di Montalcino,Vigna Manapetra Riserva,87,58 ,Central Italy,Fattoria La Lecciaia
2009,Italy,Verdicchio dei Castelli di Jesi,Querciantica,86,15 ,Central Italy,Velenosi
2009,Italy,Cilento,Prime Vigne,87,17 ,Southern Italy,Verrone
2009,France,Champagne,Premier Cru Brut Nature Millésime,92,75 ,Champagne,Henriet Bazin
2009,France,Cahors,B (Si),88,16 ,Southwest France,Lannac Saint Jean
2009,Italy,Sicilia,Il Musico,90,26 ,Southern Italy,Benanti
2009,France,Vin de Pays d Oc,Réserve St. Martin,84,10 ,Languedoc Roussillon,Les Vignerons de la Méditerranée
2009,France,Alsace,Gloeckelberg Grand Cru,91,35 ,Alsace,Bott Frères
2009,France,Cahors,K Lys,91,24 ,Southwest France,Clos Troteligotte
2009,France,Vacqueyras,Saint Barthélémy,89,22 ,Rhône Valley,Gabriel Meffre
2009,France,Crozes Hermitage,Domaine de Roure,90,60 ,Rhône Valley,Paul Jaboulet Aîné
2009,France,Morgon,Côte de Py,92,22 ,Beaujolais,Paul Beaudet
2009,Italy,Lugana,Vegnie Vecie,86,22 ,Northwestern Italy,Fraccaroli
2009,Italy,Puglia,Arrocco,86,20 ,Southern Italy,Tenuta Fujanera
2009,France,Saint Aubin,En Remilly Premier Cru,91,40 ,Burgundy,Jean Claude Boisset
2009,France,Chablis,Les Fourchaumes Vieilles Vignes,92,50 ,Burgundy,Domaine Laroche
2009,France,Alsace,Bollenberg,87,15 ,Alsace,Château d Orschwihr
2009,France,Vouvray,Cuvée Millesimé Brut,88,22 ,Loire Valley,Vignoble Brisebarre
2009,Italy,Toscana,Molin Vecchio,91,65 ,Central Italy,Carpineto
2009,France,Chablis,Vaudésir Grand Cru,91,120 ,Burgundy,Garnier et Fils
2009,France,Madiran,Cuvée 1907,90,16 ,Southwest France,Producteurs Plaimont
,,,,,,,
2009,France,Madiran,Dou Hauret,91,50 ,Southwest France,Château de Gayon
2009,Italy,Amarone della Valpolicella Classico,Vigneti di Ravazzol,92,70 ,Northeastern Italy,Cà La Bionda
2009,Italy,Northeastern Italy,Solèr,88,37 ,Northeastern Italy,De Stefani
2009,France,Meursault,Charmes Premier Cru,93,105 ,Burgundy,Olivier Leflaive
2009,France,Vouvray,Les Larmes de Bacchus,89,111 ,Loire Valley,Domaine Pichot
2009,Italy,Rosso di Montalcino,Ignaccio,88,33 ,Central Italy,Il Marroneto
2009,Italy,Valpolicella Classico,Villa Novare,84,16 ,Northeastern Italy,Bertani
2009,France,Côtes du Roussillon Villages,Mas Janeil,86,24 ,Languedoc Roussillon,François Lurton
2009,France,Côtes de Provence,Whispering Angel,87,20 ,Provence,Château d Esclans
2009,France,Meursault,Cuvée Signature Le Porusot Premier Cru,88,75 ,Burgundy,Bouchard Aîné & Fils
2009,France,Cahors,Château Pech de Jammes,91,25 ,Southwest France,Georges Vigouroux
2009,France,Champagne,Brut Tradition Millésime,89,45 ,Champagne,Vollereaux
2009,Italy,Maremma Toscana,Dròmos,89,49 ,Central Italy,Poggio Verrano
2009,France,Hautes Côtes de Nuits,Vieilles Vignes,86,24 ,Burgundy,Manuel Olivier
2009,Italy,Amarone della Valpolicella Classico,Morar,90,69 ,Northeastern Italy,Valentina Cubi
2009,Italy,Sannio,Serrocielo,90,33 ,Southern Italy,Feudi di San Gregorio
2009,Italy,Alto Adige,Brenntal Riserva,90,23 ,Northeastern Italy,Cantina Cortaccia
2009,Italy,Chianti Classico,Il Poggio Riserva,91,60 ,Central Italy,Castello di Monsanto
2009,France,Chablis,La Sereine,88,20 ,Burgundy,La Chablisienne
2009,France,Cahors,D (Ré),91,20 ,Southwest France,Lannac Saint Jean
2009,Italy,Montepulciano d Abruzzo,Riserva Cagiòlo,84,37 ,Central Italy,Cantina Tollo
2009,France,Côtes du Rhône,Cuvée Shyrus,91,24 ,Rhône Valley,Domaine Fond Croze
2009,Italy,Sicilia,Terrale Oro,83,10 ,Southern Italy,Calatrasi
2009,France,Cornas,Coteaux,89,58 ,Rhône Valley,Tardieu Laurent
2009,Italy,Venezia Giulia,Braide Alte,90,45 ,Northeastern Italy,Livon
2009,Italy,Vino Nobile di Montepulciano,Riserva,94,54 ,Central Italy,Contucci
2009,France,Vacqueyras,Les Christins,91,31 ,Rhône Valley,Perrin & Fils
2009,Italy,Colli Piacentini,On attend les Invites,84,20 ,Central Italy,Luretta
2009,Italy,Friuli Isonzo,Flors di Uis,92,39 ,Northeastern Italy,Vie di Romans
2009,Italy,Colli Orientali del Friuli,Eclisse,90,29 ,Northeastern Italy,La Roncaia
2009,Italy,Chianti Classico,Fonterutoli,90,28 ,Central Italy,Mazzei
2009,France,Alsace,Réserve,87,22 ,Alsace,Lucien Albrecht
2009,Italy,Barolo,Riserva,85,102 ,Northwestern Italy,Marchesi di Barolo
2009,Italy,Barolo,Bricco Sarmassa,92,70 ,Northwestern Italy,Brezza
2009,Italy,Valpolicella Classico Superiore Ripasso,Pa  Riondo,90,26 ,Northeastern Italy,Brunelli
2009,Italy,Puglia,Kebir,86,25 ,Southern Italy,Torrevento
2009,France,Echézeaux,Echézeaux,95,370 ,Burgundy,Domaine Jacques Prieur
2009,Italy,Salento,Codici,85,11 ,Southern Italy,Mondo del Vino
2009,Italy,Soave Classico,Monte Alto,87,39 ,Northeastern Italy,Ca  Rugate
2009,France,Beaujolais,Cuvée Terroir,86,15 ,Beaujolais,Domaine Pral
2009,Italy,Colli Orientali del Friuli,Biancosesto,90,25 ,Northeastern Italy,La Tunella
2009,France,Sainte Foy Bordeaux,Triple A,87,59 ,Bordeaux,Château l Enclos
2009,Italy,Umbria,Foresco,87,18 ,Central Italy,Barberani
2009,France,Alsace,Réserve,86,24 ,Alsace,Gustave Lorentz
2009,France,Beaune,Clos des Mouches Premier Cru,92,112 ,Burgundy,Chanson Père et Fils
2009,Italy,Toscana,Regina di Renieri,92,30 ,Central Italy,Renieri
2009,Italy,Amarone della Valpolicella,Zovo,85,47 ,Northeastern Italy,Zanoni
2009,France,Bordeaux Supérieur,Réserve du Château,87,17 ,Bordeaux,Château Pey la Tour
2009,Italy,Amarone della Valpolicella,Monte Ca  Bianca,90,78 ,Northeastern Italy,Begali
2009,Italy,Umbria,Phi Natura Armonia,91,49 ,Central Italy,Tenuta Vitalonga
2009,Italy,Brunello di Montalcino,Campo del Drago,86,80 ,Central Italy,Castiglion del Bosco
2009,France,Cornas,Les Ruchets,93,84 ,Rhône Valley,Jean Luc Colombo
2009,Italy,Bolgheri Superiore,Baia al Vento,92,33 ,Central Italy,Campo al Mare
2009,Italy,Franciacorta,Brut Nature,87,45 ,Northwestern Italy,Ronco Calino
2009,Italy,Brunello di Montalcino,Poggio Abate Riserva,90,81 ,Central Italy,Tenute del Cerro
2009,France,Châteauneuf du Pape,Domaine La Crau des Papes,92,44 ,Rhône Valley,Louis Bernard
2009,France,Saint Joseph,Terre de Granit,87,28 ,Rhône Valley,Cave de Tain
2009,France,Madiran,Château Bouscassé,94,20 ,Southwest France,Alain Brumont
2009,France,Sauternes,Cuvée Exceptionelle,90,40 ,Bordeaux,Château Simon
2009,Italy,Isola dei Nuraghi,Essentija,89,30 ,Southern Italy,Pala
2009,France,Saint Aubin,Le Charmois Premier Cru,86,30 ,Burgundy,Michel Picard
2009,Italy,Chianti Classico,Bellezza Riserva,91,30 ,Central Italy,Castello di Gabbiano
2009,France,Bourgogne,Millénaire,88,26 ,Burgundy,Henri de Villamont
2009,Italy,Salina,Capofaro,93,66 ,Southern Italy,Tasca d Almerita
2009,France,Côtes du Rhône,Samorëns,89,14 ,Rhône Valley,Ferraton Pere et Fils
2009,Italy,Friuli Isonzo,Gris,89,28 ,Northeastern Italy,Lis Neris
2009,Italy,Sicilia,Tancredi,89,45 ,Southern Italy,Donnafugata
2009,Italy,Chianti Classico,Riserva Castello di Bibbione,90,38 ,Central Italy,Castelli del Grevepesa
2009,France,Vouvray,Clos du Bourg Première Trie Moelleux,97,69 ,Loire Valley,Domaine Huët
2009,France,Madiran,Dou Barringuet,94,40 ,Southwest France,Château de Gayon
2009,Italy,Cortona,Solitario,87,45 ,Central Italy,Leuta
2009,Italy,Venezia Giulia,Ponka,86,22 ,Northeastern Italy,Paraschos
2009,France,Cahors,La Roque,91,25 ,Southwest France,Mas del Périé
2009,France,Bourgogne,Domaine des Perdrix,87,35 ,Burgundy,Domaines Devillard
2009,Italy,Barbaresco,Pora Riserva,91,65 ,Northwestern Italy,Produttori del Barbaresco
2009,Italy,Lacryma Christi del Vesuvio,Versacrum,85,18 ,Southern Italy,Sorrentino
2009,France,Saumur Champigny,Clos Cristal,89,24 ,Loire Valley,Hospices de Saumur
2009,Italy,Toscana,Rosso Maniero,86,13 ,Central Italy,Casaloste
2009,Italy,Chianti Classico,Famiglia Zingarelli,88,17 ,Central Italy,Rocca delle MacÃ¬e
2009,France,Gaillac,L Ame,93,45 ,Southwest France,Domaine Rotier
2009,Italy,Rosso di Montalcino,La Togata,88,36 ,Central Italy,Tenuta Carlina
2009,Italy,Barolo,Rocche dell Annunziata,90,55 ,Northwestern Italy,Rocche Costamagna
2009,France,Beaune,Domaine de la Créa Les Cent Vignes Premier Cru,88,41 ,Burgundy,Louis Max
2009,France,Vin de Pays d Oc,Reserve,87,13 ,Languedoc Roussillon,Domaines Astruc
2009,France,Champagne,L Intemporelle Grand Cru Brut,92,100 ,Champagne,Mailly Grand Cru
2009,France,Cahors,No 46,89,19 ,Southwest France,Château du Cayrou
2009,France,Alsace,Clos Saint Urbain Rangen de Thann Grand Cru,95,74 ,Alsace,Domaine Zind Humbrecht
2009,Italy,Brunello di Montalcino,Vigna Manapetra Riserva,87,58 ,Central Italy,Fattoria La Lecciaia
2009,Italy,Montepulciano d Abruzzo,Riserva Colle Secco,84,14 ,Central Italy,Cantina Tollo
2009,Italy,Amarone della Valpolicella Classico,Riserva Sergio Zenato,92,107 ,Northeastern Italy,Zenato
2009,Italy,Toscana,Badiola,88,15 ,Central Italy,Mazzei
2009,Italy,Alto Adige,Grauer,88,29 ,Northeastern Italy,Erste Neue
2009,France,Sancerre,Les Royaux,89,50 ,Loire Valley,Domaine Laporte
2009,Italy,Barolo,Leon Riserva,92,75 ,Northwestern Italy,Rivetto
2009,Italy,Barolo,Bricco Pernice,93,98 ,Northwestern Italy,Elvio Cogno
2009,France,Vin de Pays d Oc,Nord Sud,86,14 ,Languedoc Roussillon,Laurent Miquel
2009,France,Romanée St. Vivant,Les Quatre Journaux,93,425 ,Burgundy,Louis Latour
2009,France,Champagne,Cuvée Royale Blanc de Noirs Brut Nature,89,100 ,Champagne,Joseph Perrier
2009,Italy,Delle Venezie,Masianco,87,16 ,Northeastern Italy,Masi
2009,Italy,Brunello di Montalcino,Due Sorelle Riserva,87,60 ,Central Italy,Tenuta La Fuga
2009,Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Casal di Serra,87,17 ,Central Italy,Umani Ronchi
2009,Italy,Aglianico del Vulture,Gricos,87,11 ,Southern Italy,Lucania
2009,Italy,Barolo,Cascina Ferrero,91,50 ,Northwestern Italy,Tenuta Carretta
2009,Italy,Primitivo di Manduria,Sessantanni Old Vines,88,42 ,Southern Italy,Feudi di San Marzano
2009,Italy,Lugana,Cento Filari,88,22 ,Northwestern Italy,Cesari
2009,France,Cahors,Cuvée X,92,30 ,Southwest France,Château Famaey
2009,Italy,Sicilia,C D C ,86,17 ,Southern Italy,Baglio del Cristo di Campobello
2009,France,Mâcon Pierreclos,Cuvée FÃ»t de ChÃªne,85,25 ,Burgundy,Domaine Marc Jambon
2009,France,Ventoux,In Fine,88,12 ,Rhône Valley,Bourgeois Family
2009,France,Cornas,Areñes Sauvages,91,50 ,Rhône Valley,Cave de Tain
2009,Italy,Northeastern Italy,Cicogna,90,35 ,Northeastern Italy,Domenico Cavazza
2010,France,Chablis,Monte de Milieu Premier Cru,90,35 ,Burgundy,La Chablisienne
2010,Italy,Brunello di Montalcino,Villa al Cortile,91,65 ,Central Italy,Piccini
2010,France,Volnay,Clos des Angles Premier Cru,91,90 ,Burgundy,Olivier Leflaive
2010,Italy,Chianti Classico,Lodolaio Riserva,88,55 ,Central Italy,Castelvecchi
2010,France,Côtes de Provence,Whispering Angel,86,20 ,Provence,Château d Esclans
2010,Italy,Bolgheri,Volpolo,90,40 ,Central Italy,Podere Sapaio
2010,Italy,Cesanese del Piglio,Campo Novo,88,16 ,Central Italy,Casale della Ioria
2010,Italy,Toscana,Camartina,93,160 ,Central Italy,Querciabella
2010,Italy,Vino Nobile di Montepulciano,Il Saggio Riserva,88,50 ,Central Italy,Antico Colle
2010,Italy,Umbria,Terra di Confine,88,30 ,Central Italy,Tenuta Vitalonga
2010,Italy,Vino Nobile di Montepulciano,Pietra Rossa,93,50 ,Central Italy,Contucci
2010,France,Juliénas,Sélection,87,13 ,Beaujolais,Georges Duboeuf
2010,France,Vouvray,Clos du Bourg Sec,93,30 ,Loire Valley,Domaine Huët
2010,France,Châteauneuf du Pape,Cuvée de Nalys,90,20 ,Rhône Valley,Kirkland Signature
2010,Italy,Brunello di Montalcino,Riserva,89,80 ,Central Italy,Palazzo
2010,Italy,Amarone della Valpolicella Classico,Corte Vaona,93,70 ,Northeastern Italy,Novaia
2010,France,Bordeaux Supérieur,Cuvée Eden,85,19 ,Bordeaux,Château l Escart
2010,France,Bandol,Cuvée Estagnol,93,29 ,Provence,La Bastide Blanche
2010,Italy,Bolgheri,Mosaico,91,60 ,Central Italy,Casa di Terra
2010,France,Bergerac,Le Raisin,87,14 ,Southwest France,Château Laulerie
2010,France,Côtes du Rhône Villages,Sensation,87,14 ,Rhône Valley,Domaine de la Berthète
2010,France,Alsace,Vendanges Tardives,95,70 ,Alsace,Domaine Bernhard & Reibel
2010,France,Chinon,Le Grand Bouqueteau Réserve,92,19 ,Loire Valley,Château du Coudray Montpensier
2010,France,Châteauneuf du Pape,La Reine des Bois,94,141 ,Rhône Valley,Domaine de la Mordorée
2010,France,Pouilly Fumé,La Moynerie,91,27 ,Loire Valley,Michel Redde et Fils
2010,France,Chinon,Clos de l Echo,91,50 ,Loire Valley,Couly Dutheil
2010,Italy,Roero,For You Metodo Classico,87,40 ,Northwestern Italy,Demarie
2010,Italy,Chianti Classico,Riserva,91,35 ,Central Italy,Castellare di Castellina
2010,France,Côtes de Provence,Signature,86,17 ,Provence,Château de Brigue
2010,France,Crozes Hermitage,Les Hauts du Fief,90,40 ,Rhône Valley,Cave de Tain
2010,Italy,Lambrusco di Modena,Rosé Metodo Classico,90,30 ,Central Italy,Cantina della Volta
2010,France,Champagne,Millésime Brut,90,30 ,Champagne,Lété Vautrain
2010,France,Gevrey Chambertin,Les Champonnets Premier Cru,91,94 ,Burgundy,Domaine Heresztyn
2010,France,Luberon,Les Artèmes,85,25 ,Rhône Valley,Domaine de la Citadelle
2010,Italy,Sicilia,I Versi,86,8 ,Southern Italy,Fondo Antico
2010,France,Rully,Château de Rully La Pucelle Cuvée Comte R. de Ternay Premier Cru,92,35 ,Burgundy,Antonin Rodet
2010,France,Montagny,Premier Cru,89,33 ,Burgundy,Henri de Villamont
2010,Italy,Chianti Classico,Riserva,88,35 ,Central Italy,Villa Calcinaia
2010,France,Les Baux de Provence,Garrigues,90,25 ,Provence,Domaine de la Vallongue
2010,France,Pouilly Fuissé,Clos Reyssie,87,24 ,Burgundy,Georges Duboeuf
2010,Italy,Brunello di Montalcino,Riserva,95,85 ,Central Italy,Mocali
2010,Italy,Toscana,Biserno,94,175 ,Central Italy,Tenuta di Biserno
2010,Italy,Barolo,Cerretta,90,115 ,Northwestern Italy,Ca Romè
2010,Italy,Morellino di Scansano,Ventaio,89,27 ,Central Italy,Terre di Fiori
2010,Italy,Cannonau di Sardegna,Keramos Riserva,89,49 ,Southern Italy,Tenute Soletta
2010,Italy,Brunello di Montalcino,Greppone Mazzi,90,80 ,Central Italy,Ruffino
2010,Italy,Barolo,Bricco Pernice,96,110 ,Northwestern Italy,Elvio Cogno
2010,Italy,Bolgheri,Casa al Piano,88,18 ,Central Italy,Antonino Tringali Casanuova
2010,Italy,Barbaresco,Cascinotta,92,50 ,Northwestern Italy,Negro Angelo e Figli
2010,Italy,Brunello di Montalcino,Vigna del Lago,89,107 ,Central Italy,Val di Suga
2010,France,Condrieu,Amour de Dieu,86,85 ,Rhône Valley,Jean Luc Colombo
2010,Italy,Chianti Classico,Vigneto Odoardo Beccari Riserva,90,30 ,Central Italy,Vignavecchia
2010,France,Touraine,Loire Valley,85,14 ,Loire Valley,Sauvion
2010,France,Sancerre,Les Belles Côtes,89,30 ,Loire Valley,Roger et Didier Raimbault
2010,France,Cahors,Château Leret Réserve,84,17 ,Southwest France,Georges Vigouroux
2010,Italy,Barolo,Tebavio,90,60 ,Northwestern Italy,Tenuta L Illuminata
2010,France,Bordeaux,1844 Réserve,90,15 ,Bordeaux,Cheval Quancard
2010,France,Montagne Saint Émilion,Sélection Vieilles Vignes,89,35 ,Bordeaux,Château Faizeau
2010,Italy,Toscana,Aulus,89,24 ,Central Italy,Fattoria San Felo
2010,Italy,Barolo,Albe,94,40 ,Northwestern Italy,G D Vajra
2010,Italy,Northeastern Italy,Dindarello,90,19 ,Northeastern Italy,Maculan
2010,France,Meursault,Bouchères Premier Cru,90,105 ,Burgundy,Olivier Leflaive
2010,Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Balciana,82,25 ,Central Italy,Sartarelli
2010,France,Bordeaux,Réserve,87,15 ,Bordeaux,Cheval Quancard
2010,France,Côte de Brouilly,Domaine Rolland,88,20 ,Beaujolais,Ferraud et Fils
2010,France,Côtes de Provence,Le Château Rouge,84,19 ,Provence,Château Thuerry
2010,Italy,Barolo,Rocche dell Annunziata,90,45 ,Northwestern Italy,Rocche Costamagna
2010,France,Cadillac Côtes de Bordeaux,L Artolie,91,60 ,Bordeaux,Château Suau
2010,Italy,Sicilia,Gerbino,82,16 ,Southern Italy,Di Giovanna
2010,Italy,Sicilia,Morsi di Luce,89,25 ,Southern Italy,Florio
2010,Italy,Carema,White Label,94,60 ,Northwestern Italy,Ferrando
2010,France,Chablis,Vaudésir Grand Cru,92,85 ,Burgundy,Olivier Leflaive
2010,Italy,Lugana,Madonna della Scoperta,85,31 ,Northwestern Italy,Perla del Garda
2010,France,Coteaux d Aix en Provence,Terre des Anges,92,25 ,Provence,Château Paradis
2010,Italy,Toscana,Le Maestrelle,87,12 ,Central Italy,Santa Cristina
2010,France,Muscadet Sèvre et Maine,Monnières Saint Fiacre,90,28 ,Loire Valley,Domaine du Fief aux Dames
2010,Italy,Sicilia,Terrae Dei,86,14 ,Southern Italy,Corvo
2010,France,Bourgogne Hautes Côtes de Beaune,Château de Mercey,86,22 ,Burgundy,Antonin Rodet
2010,Italy,Soave Classico,Battistelle,87,18 ,Northeastern Italy,Le Battistelle
2010,Italy,Ghemme,Ai Livelli,91,52 ,Northwestern Italy,Tiziano Mazzoni
2010,Italy,Valpolicella Classico Superiore Ripasso,Gaso,88,26 ,Northeastern Italy,San Rustico
2010,Italy,Alta Langa,Cuvée Aurora Rosé,89,30 ,Northwestern Italy,Banfi
2010,Italy,Vino Nobile di Montepulciano,Vallocaia Riserva,87,46 ,Central Italy,Bindella
2010,Italy,Barbera d Asti Superiore,Epico,86,45 ,Northwestern Italy,Pico Maccario
2010,France,Condrieu,Domaine de Grands Amandiers,93,100 ,Rhône Valley,Paul Jaboulet Aîné
2010,Italy,Brunello di Montalcino,Riserva,89,130 ,Central Italy,La Fornace
2010,Italy,Sicilia,Stemmari,87,10 ,Southern Italy,Feudo Arancio
2010,Italy,Barolo,Briccolina Riserva,96,210 ,Northwestern Italy,Rivetto
2010,Italy,Soave,Re Midas,87,10 ,Northeastern Italy,Cantina di Soave
2010,France,Alsace,Vignoble d Epfig,86,28 ,Alsace,Domaine Ostertag
2010,France,Pouilly Fuissé,TÃªte de Cru Les Perrières,91,55 ,Burgundy,Domaine Ferret
2010,Italy,Chianti Classico,Castello di Monna LIsa Riserva,90,42 ,Central Italy,Vignamaggio
2010,France,Saint Aubin,Le Charmois Premier Cru,89,48 ,Burgundy,Roche de Bellene
2010,France,Champagne,Rosé,95,80 ,Champagne,Louis Roederer
2010,France,Alsace,Brand Grand Cru,90,57 ,Alsace,Cave de Turckheim
2010,Italy,Toscana,Vigna alle Nicchie,90,60 ,Central Italy,Pietro Beconcini
2010,France,Cornas,La Louvée,91,85 ,Rhône Valley,Jean Luc Colombo
2010,Italy,Cortona,Girifalco,90,55 ,Central Italy,La Calonica
2010,Italy,Etna,Musmeci Riserva,92,50 ,Southern Italy,Tenuta di Fessina
2010,France,Champagne,Fins Lieux No 1 Millésimé Grand Cru Brut,93,70 ,Champagne,Pehu Simonet
2010,France,Montagne Saint Émilion,Château la Fleur,89,17 ,Bordeaux,Horeau Beylot
2010,Italy,Barolo,Briccotto,89,250 ,Northwestern Italy,Domenico Clerico
2010,Italy,Bolgheri,Grale,90,23 ,Central Italy,Le Grascete
2010,France,Cadillac Côtes de Bordeaux,Prélude,83,38 ,Bordeaux,Château Brethous
2010,France,Champagne,Blanc de Blancs Brut,94,86 ,Champagne,Louis Roederer
2010,Italy,Barolo,Boiolo,88,99 ,Northwestern Italy,Camparo
2010,Italy,Barolo,Bricco Gattera,94,80 ,Northwestern Italy,Cordero di Montezemolo
2010,France,Meursault,Blagny Premier Cru,92,66 ,Burgundy,Henri de Villamont
2010,Italy,Valpolicella Classico Superiore Ripasso,Pegrandi,88,18 ,Northeastern Italy,Vaona
2010,Italy,Amarone della Valpolicella,Riserva,93,67 ,Northeastern Italy,Musella
2010,France,Pays d Oc,Val de L Ours,88,13 ,Languedoc Roussillon,Domaines Barons de Rothschild (Lafite)
2010,Italy,Barbaresco,Albesani,94,66 ,Northwestern Italy,Cantina del Pino
